idx,rtl_i,py_i,err_i,rtl_q,py_q,err_q
2740,20,20,0,-5,-6,1
2741,20,20,0,-5,-5,0
2742,20,20,0,-6,-5,-1
2743,21,20,1,-6,-6,0
2744,20,21,-1,-6,-6,0
2745,20,20,0,-5,-6,1
2746,20,20,0,-5,-5,0
2747,20,20,0,-6,-5,-1
2748,21,20,1,-6,-6,0
2749,20,21,-1,-6,-6,0
2750,20,20,0,-5,-6,1
2751,20,20,0,-5,-5,0
2752,20,20,0,-6,-5,-1
2753,21,20,1,-6,-6,0
2754,20,21,-1,-6,-6,0
2755,20,20,0,-5,-6,1
2756,20,20,0,-5,-5,0
2757,20,20,0,-6,-5,-1
2758,21,20,1,-6,-6,0
2759,20,21,-1,-6,-6,0
2760,20,20,0,-5,-6,1
2761,20,20,0,-5,-5,0
2762,20,20,0,-6,-5,-1
2763,21,20,1,-6,-6,0
2764,20,21,-1,-6,-6,0
2765,20,20,0,-5,-6,1
2766,20,20,0,-5,-5,0
2767,20,20,0,-6,-5,-1
2768,21,20,1,-6,-6,0
2769,20,21,-1,-6,-6,0
2770,20,20,0,-5,-6,1
2771,20,20,0,-5,-5,0
2772,20,20,0,-6,-5,-1
2773,21,20,1,-6,-6,0
2774,20,21,-1,-6,-6,0
2775,20,20,0,-5,-6,1
2776,20,20,0,-5,-5,0
2777,20,20,0,-6,-5,-1
2778,21,20,1,-6,-6,0
2779,20,21,-1,-6,-6,0
2780,20,20,0,-5,-6,1
2781,20,20,0,-5,-5,0
2782,20,20,0,-6,-5,-1
2783,21,20,1,-6,-6,0
2784,20,21,-1,-6,-6,0
2785,20,20,0,-5,-6,1
2786,20,20,0,-5,-5,0
2787,20,20,0,-6,-5,-1
2788,21,20,1,-6,-6,0
2789,20,21,-1,-6,-6,0
2790,20,20,0,-5,-6,1
2791,20,20,0,-5,-5,0
2792,20,20,0,-6,-5,-1
2793,21,20,1,-6,-6,0
2794,20,21,-1,-6,-6,0
2795,20,20,0,-5,-6,1
2796,20,20,0,-5,-5,0
2797,20,20,0,-6,-5,-1
2798,21,20,1,-6,-6,0
2799,20,21,-1,-6,-6,0
2800,20,20,0,-5,-6,1
2801,20,20,0,-5,-5,0
2802,20,20,0,-6,-5,-1
2803,21,20,1,-6,-6,0
2804,20,21,-1,-6,-6,0
2805,20,20,0,-5,-6,1
2806,20,20,0,-5,-5,0
2807,20,20,0,-6,-5,-1
2808,21,20,1,-6,-6,0
2809,20,21,-1,-6,-6,0
2810,20,20,0,-5,-6,1
2811,20,20,0,-5,-5,0
2812,20,20,0,-6,-5,-1
2813,21,20,1,-6,-6,0
2814,20,21,-1,-6,-6,0
2815,20,20,0,-5,-6,1
2816,20,20,0,-5,-5,0
2817,20,20,0,-6,-5,-1
2818,21,20,1,-6,-6,0
2819,20,21,-1,-6,-6,0
2820,20,20,0,-5,-6,1
2821,20,20,0,-5,-5,0
2822,20,20,0,-6,-5,-1
2823,21,20,1,-6,-6,0
2824,20,21,-1,-6,-6,0
2825,20,20,0,-5,-6,1
2826,20,20,0,-5,-5,0
2827,20,20,0,-6,-5,-1
2828,21,20,1,-6,-6,0
2829,20,21,-1,-6,-6,0
2830,20,20,0,-5,-6,1
2831,20,20,0,-5,-5,0
2832,20,20,0,-6,-5,-1
2833,21,20,1,-6,-6,0
2834,20,21,-1,-6,-6,0
2835,20,20,0,-5,-6,1
2836,20,20,0,-5,-5,0
2837,20,20,0,-6,-5,-1
2838,21,20,1,-6,-6,0
2839,20,21,-1,-6,-6,0
2840,20,20,0,-5,-6,1
2841,20,20,0,-5,-5,0
2842,20,20,0,-6,-5,-1
2843,21,20,1,-6,-6,0
2844,20,21,-1,-6,-6,0
2845,20,20,0,-5,-6,1
2846,20,20,0,-5,-5,0
2847,20,20,0,-6,-5,-1
2848,21,20,1,-6,-6,0
2849,20,21,-1,-6,-6,0
2850,20,20,0,-5,-6,1
2851,20,20,0,-5,-5,0
2852,20,20,0,-6,-5,-1
2853,21,20,1,-6,-6,0
2854,20,21,-1,-6,-6,0
2855,20,20,0,-5,-6,1
2856,20,20,0,-5,-5,0
2857,20,20,0,-6,-5,-1
2858,21,20,1,-6,-6,0
2859,20,21,-1,-6,-6,0
2860,20,20,0,-5,-6,1
2861,20,20,0,-5,-5,0
2862,20,20,0,-6,-5,-1
2863,21,20,1,-6,-6,0
2864,20,21,-1,-6,-6,0
2865,20,20,0,-5,-6,1
2866,20,20,0,-5,-5,0
2867,20,20,0,-6,-5,-1
2868,21,20,1,-6,-6,0
2869,20,21,-1,-6,-6,0
2870,20,20,0,-5,-6,1
2871,20,20,0,-5,-5,0
2872,20,20,0,-6,-5,-1
2873,21,20,1,-6,-6,0
2874,20,21,-1,-6,-6,0
2875,20,20,0,-5,-6,1
2876,20,20,0,-5,-5,0
2877,20,20,0,-6,-5,-1
2878,21,20,1,-6,-6,0
2879,20,21,-1,-6,-6,0
2880,20,20,0,-5,-6,1
2881,20,20,0,-5,-5,0
2882,20,20,0,-6,-5,-1
2883,21,20,1,-6,-6,0
2884,20,21,-1,-6,-6,0
2885,20,20,0,-5,-6,1
2886,20,20,0,-5,-5,0
2887,20,20,0,-6,-5,-1
2888,21,20,1,-6,-6,0
2889,20,21,-1,-6,-6,0
2890,20,20,0,-5,-6,1
2891,20,20,0,-5,-5,0
2892,20,20,0,-6,-5,-1
2893,21,20,1,-6,-6,0
2894,20,21,-1,-6,-6,0
2895,20,20,0,-5,-6,1
2896,20,20,0,-5,-5,0
2897,20,20,0,-6,-5,-1
2898,21,20,1,-6,-6,0
2899,20,21,-1,-6,-6,0
2900,20,20,0,-5,-6,1
2901,20,20,0,-5,-5,0
2902,20,20,0,-6,-5,-1
2903,21,20,1,-6,-6,0
2904,20,21,-1,-6,-6,0
2905,20,20,0,-5,-6,1
2906,20,20,0,-5,-5,0
2907,20,20,0,-6,-5,-1
2908,21,20,1,-6,-6,0
2909,20,21,-1,-6,-6,0
2910,20,20,0,-5,-6,1
2911,20,20,0,-5,-5,0
2912,20,20,0,-6,-5,-1
2913,21,20,1,-6,-6,0
2914,20,21,-1,-6,-6,0
2915,20,20,0,-5,-6,1
2916,20,20,0,-5,-5,0
2917,20,20,0,-6,-5,-1
2918,21,20,1,-6,-6,0
2919,20,21,-1,-6,-6,0
2920,20,20,0,-5,-6,1
2921,20,20,0,-5,-5,0
2922,20,20,0,-6,-5,-1
2923,21,20,1,-6,-6,0
2924,20,21,-1,-6,-6,0
2925,20,20,0,-5,-6,1
2926,20,20,0,-5,-5,0
2927,20,20,0,-6,-5,-1
2928,21,20,1,-6,-6,0
2929,20,21,-1,-6,-6,0
2930,20,20,0,-5,-6,1
2931,20,20,0,-5,-5,0
2932,20,20,0,-6,-5,-1
2933,21,20,1,-6,-6,0
2934,20,21,-1,-6,-6,0
2935,20,20,0,-5,-6,1
2936,20,20,0,-5,-5,0
2937,20,20,0,-6,-5,-1
2938,21,20,1,-6,-6,0
2939,20,21,-1,-6,-6,0
2940,20,20,0,-5,-6,1
2941,20,20,0,-5,-5,0
2942,20,20,0,-6,-5,-1
2943,21,20,1,-6,-6,0
2944,20,21,-1,-6,-6,0
2945,20,20,0,-5,-6,1
2946,20,20,0,-5,-5,0
2947,20,20,0,-6,-5,-1
2948,21,20,1,-6,-6,0
2949,20,21,-1,-6,-6,0
2950,20,20,0,-5,-6,1
2951,20,20,0,-5,-5,0
2952,20,20,0,-6,-5,-1
2953,21,20,1,-6,-6,0
2954,20,21,-1,-6,-6,0
2955,20,20,0,-5,-6,1
2956,20,20,0,-5,-5,0
2957,20,20,0,-6,-5,-1
2958,21,20,1,-6,-6,0
2959,20,21,-1,-6,-6,0
2960,20,20,0,-5,-6,1
2961,20,20,0,-5,-5,0
2962,20,20,0,-6,-5,-1
2963,21,20,1,-6,-6,0
2964,20,21,-1,-6,-6,0
2965,20,20,0,-5,-6,1
2966,20,20,0,-5,-5,0
2967,20,20,0,-6,-5,-1
2968,21,20,1,-6,-6,0
2969,20,21,-1,-6,-6,0
2970,20,20,0,-5,-6,1
2971,20,20,0,-5,-5,0
2972,20,20,0,-6,-5,-1
2973,21,20,1,-6,-6,0
2974,20,21,-1,-6,-6,0
2975,20,20,0,-5,-6,1
2976,20,20,0,-5,-5,0
2977,20,20,0,-6,-5,-1
2978,21,20,1,-6,-6,0
2979,20,21,-1,-6,-6,0
2980,20,20,0,-5,-6,1
2981,20,20,0,-5,-5,0
2982,20,20,0,-6,-5,-1
2983,21,20,1,-6,-6,0
2984,20,21,-1,-6,-6,0
2985,20,20,0,-5,-6,1
2986,20,20,0,-5,-5,0
2987,20,20,0,-6,-5,-1
2988,21,20,1,-6,-6,0
2989,20,21,-1,-6,-6,0
2990,20,20,0,-5,-6,1
2991,20,20,0,-5,-5,0
2992,20,20,0,-6,-5,-1
2993,21,20,1,-6,-6,0
2994,20,21,-1,-6,-6,0
2995,20,20,0,-5,-6,1
2996,20,20,0,-5,-5,0
2997,20,20,0,-6,-5,-1
2998,21,20,1,-6,-6,0
2999,20,21,-1,-6,-6,0
3000,20,20,0,-5,-6,1
3001,20,20,0,-5,-5,0
3002,20,20,0,-6,-5,-1
3003,21,20,1,-6,-6,0
3004,20,21,-1,-6,-6,0
3005,20,20,0,-5,-6,1
3006,20,20,0,-5,-5,0
3007,20,20,0,-6,-5,-1
3008,21,20,1,-6,-6,0
3009,20,21,-1,-6,-6,0
3010,20,20,0,-5,-6,1
3011,20,20,0,-5,-5,0
3012,20,20,0,-6,-5,-1
3013,21,20,1,-6,-6,0
3014,20,21,-1,-6,-6,0
3015,20,20,0,-5,-6,1
3016,20,20,0,-5,-5,0
3017,20,20,0,-6,-5,-1
3018,21,20,1,-6,-6,0
3019,20,21,-1,-6,-6,0
3020,20,20,0,-5,-6,1
3021,20,20,0,-5,-5,0
3022,20,20,0,-6,-5,-1
3023,21,20,1,-6,-6,0
3024,20,21,-1,-6,-6,0
3025,20,20,0,-5,-6,1
3026,20,20,0,-5,-5,0
3027,20,20,0,-6,-5,-1
3028,21,20,1,-6,-6,0
3029,20,21,-1,-6,-6,0
3030,20,20,0,-5,-6,1
3031,20,20,0,-5,-5,0
3032,20,20,0,-6,-5,-1
3033,21,20,1,-6,-6,0
3034,20,21,-1,-6,-6,0
3035,20,20,0,-5,-6,1
3036,20,20,0,-5,-5,0
3037,20,20,0,-6,-5,-1
3038,21,20,1,-6,-6,0
3039,20,21,-1,-6,-6,0
3040,20,20,0,-5,-6,1
3041,20,20,0,-5,-5,0
3042,20,20,0,-6,-5,-1
3043,21,20,1,-6,-6,0
3044,20,21,-1,-6,-6,0
3045,20,20,0,-5,-6,1
3046,20,20,0,-5,-5,0
3047,20,20,0,-6,-5,-1
3048,21,20,1,-6,-6,0
3049,20,21,-1,-6,-6,0
3050,20,20,0,-5,-6,1
3051,20,20,0,-5,-5,0
3052,20,20,0,-6,-5,-1
3053,21,20,1,-6,-6,0
3054,20,21,-1,-6,-6,0
3055,20,20,0,-5,-6,1
3056,20,20,0,-5,-5,0
3057,20,20,0,-6,-5,-1
3058,21,20,1,-6,-6,0
3059,20,21,-1,-6,-6,0
3060,20,20,0,-5,-6,1
3061,20,20,0,-5,-5,0
3062,20,20,0,-6,-5,-1
3063,21,20,1,-6,-6,0
3064,20,21,-1,-6,-6,0
3065,20,20,0,-5,-6,1
3066,20,20,0,-5,-5,0
3067,20,20,0,-6,-5,-1
3068,21,20,1,-6,-6,0
3069,20,21,-1,-6,-6,0
3070,20,20,0,-5,-6,1
3071,20,20,0,-5,-5,0
3072,20,20,0,-6,-5,-1
3073,21,20,1,-6,-6,0
3074,20,21,-1,-6,-6,0
3075,20,20,0,-5,-6,1
3076,20,20,0,-5,-5,0
3077,20,20,0,-6,-5,-1
3078,21,20,1,-6,-6,0
3079,20,21,-1,-6,-6,0
3080,20,20,0,-5,-6,1
3081,20,20,0,-5,-5,0
3082,20,20,0,-6,-5,-1
3083,21,20,1,-6,-6,0
3084,20,21,-1,-6,-6,0
3085,20,20,0,-5,-6,1
3086,20,20,0,-5,-5,0
3087,20,20,0,-6,-5,-1
3088,21,20,1,-6,-6,0
3089,20,21,-1,-6,-6,0
3090,20,20,0,-5,-6,1
3091,20,20,0,-5,-5,0
3092,20,20,0,-6,-5,-1
3093,21,20,1,-6,-6,0
3094,20,21,-1,-6,-6,0
3095,20,20,0,-5,-6,1
3096,20,20,0,-5,-5,0
3097,20,20,0,-6,-5,-1
3098,21,20,1,-6,-6,0
3099,20,21,-1,-6,-6,0
3100,20,20,0,-5,-6,1
3101,20,20,0,-5,-5,0
3102,20,20,0,-6,-5,-1
3103,21,20,1,-6,-6,0
3104,20,21,-1,-6,-6,0
3105,20,20,0,-5,-6,1
3106,20,20,0,-5,-5,0
3107,20,20,0,-6,-5,-1
3108,21,20,1,-6,-6,0
3109,20,21,-1,-6,-6,0
3110,20,20,0,-5,-6,1
3111,20,20,0,-5,-5,0
3112,20,20,0,-6,-5,-1
3113,21,20,1,-6,-6,0
3114,20,21,-1,-6,-6,0
3115,20,20,0,-5,-6,1
3116,20,20,0,-5,-5,0
3117,20,20,0,-6,-5,-1
3118,21,20,1,-6,-6,0
3119,20,21,-1,-6,-6,0
3120,20,20,0,-5,-6,1
3121,20,20,0,-5,-5,0
3122,20,20,0,-6,-5,-1
3123,21,20,1,-6,-6,0
3124,20,21,-1,-6,-6,0
3125,20,20,0,-5,-6,1
3126,20,20,0,-5,-5,0
3127,20,20,0,-6,-5,-1
3128,21,20,1,-6,-6,0
3129,20,21,-1,-6,-6,0
3130,20,20,0,-5,-6,1
3131,20,20,0,-5,-5,0
3132,20,20,0,-6,-5,-1
3133,21,20,1,-6,-6,0
3134,20,21,-1,-6,-6,0
3135,20,20,0,-5,-6,1
3136,20,20,0,-5,-5,0
3137,20,20,0,-6,-5,-1
3138,21,20,1,-6,-6,0
3139,20,21,-1,-6,-6,0
3140,20,20,0,-5,-6,1
3141,20,20,0,-5,-5,0
3142,20,20,0,-6,-5,-1
3143,21,20,1,-6,-6,0
3144,20,21,-1,-6,-6,0
3145,20,20,0,-5,-6,1
3146,20,20,0,-5,-5,0
3147,20,20,0,-6,-5,-1
3148,21,20,1,-6,-6,0
3149,20,21,-1,-6,-6,0
3150,20,20,0,-5,-6,1
3151,20,20,0,-5,-5,0
3152,20,20,0,-6,-5,-1
3153,21,20,1,-6,-6,0
3154,20,21,-1,-6,-6,0
3155,20,20,0,-5,-6,1
3156,20,20,0,-5,-5,0
3157,20,20,0,-6,-5,-1
3158,21,20,1,-6,-6,0
3159,20,21,-1,-6,-6,0
3160,20,20,0,-5,-6,1
3161,20,20,0,-5,-5,0
3162,20,20,0,-6,-5,-1
3163,21,20,1,-6,-6,0
3164,20,21,-1,-6,-6,0
3165,20,20,0,-5,-6,1
3166,20,20,0,-5,-5,0
3167,20,20,0,-6,-5,-1
3168,21,20,1,-6,-6,0
3169,20,21,-1,-6,-6,0
3170,20,20,0,-5,-6,1
3171,20,20,0,-5,-5,0
3172,20,20,0,-6,-5,-1
3173,21,20,1,-6,-6,0
3174,20,21,-1,-6,-6,0
3175,20,20,0,-5,-6,1
3176,20,20,0,-5,-5,0
3177,20,20,0,-6,-5,-1
3178,21,20,1,-6,-6,0
3179,20,21,-1,-6,-6,0
3180,20,20,0,-5,-6,1
3181,20,20,0,-5,-5,0
3182,20,20,0,-6,-5,-1
3183,21,20,1,-6,-6,0
3184,20,21,-1,-6,-6,0
3185,20,20,0,-5,-6,1
3186,20,20,0,-5,-5,0
3187,20,20,0,-6,-5,-1
3188,21,20,1,-6,-6,0
3189,20,21,-1,-6,-6,0
3190,20,20,0,-5,-6,1
3191,20,20,0,-5,-5,0
3192,20,20,0,-6,-5,-1
3193,21,20,1,-6,-6,0
3194,20,21,-1,-6,-6,0
3195,20,20,0,-5,-6,1
3196,20,20,0,-5,-5,0
3197,20,20,0,-6,-5,-1
3198,21,20,1,-6,-6,0
3199,20,21,-1,-6,-6,0
3200,20,20,0,-5,-6,1
3201,20,20,0,-5,-5,0
3202,20,20,0,-6,-5,-1
3203,21,20,1,-6,-6,0
3204,20,21,-1,-6,-6,0
3205,20,20,0,-5,-6,1
3206,20,20,0,-5,-5,0
3207,20,20,0,-6,-5,-1
3208,21,20,1,-6,-6,0
3209,20,21,-1,-6,-6,0
3210,20,20,0,-5,-6,1
3211,20,20,0,-5,-5,0
3212,20,20,0,-6,-5,-1
3213,21,20,1,-6,-6,0
3214,20,21,-1,-6,-6,0
3215,20,20,0,-5,-6,1
3216,20,20,0,-5,-5,0
3217,20,20,0,-6,-5,-1
3218,21,20,1,-6,-6,0
3219,20,21,-1,-6,-6,0
3220,20,20,0,-5,-6,1
3221,20,20,0,-5,-5,0
3222,20,20,0,-6,-5,-1
3223,21,20,1,-6,-6,0
3224,20,21,-1,-6,-6,0
3225,20,20,0,-5,-6,1
3226,20,20,0,-5,-5,0
3227,20,20,0,-6,-5,-1
3228,21,20,1,-6,-6,0
3229,20,21,-1,-6,-6,0
3230,20,20,0,-5,-6,1
3231,20,20,0,-5,-5,0
3232,20,20,0,-6,-5,-1
3233,21,20,1,-6,-6,0
3234,20,21,-1,-6,-6,0
3235,20,20,0,-5,-6,1
3236,20,20,0,-5,-5,0
3237,20,20,0,-6,-5,-1
3238,21,20,1,-6,-6,0
3239,20,21,-1,-6,-6,0
3240,20,20,0,-5,-6,1
3241,20,20,0,-5,-5,0
3242,20,20,0,-6,-5,-1
3243,21,20,1,-6,-6,0
3244,20,21,-1,-6,-6,0
3245,20,20,0,-5,-6,1
3246,20,20,0,-5,-5,0
3247,20,20,0,-6,-5,-1
3248,21,20,1,-6,-6,0
3249,20,21,-1,-6,-6,0
3250,20,20,0,-5,-6,1
3251,20,20,0,-5,-5,0
3252,20,20,0,-6,-5,-1
3253,21,20,1,-6,-6,0
3254,20,21,-1,-6,-6,0
3255,20,20,0,-5,-6,1
3256,20,20,0,-5,-5,0
3257,20,20,0,-6,-5,-1
3258,21,20,1,-6,-6,0
3259,20,21,-1,-6,-6,0
3260,20,20,0,-5,-6,1
3261,20,20,0,-5,-5,0
3262,20,20,0,-6,-5,-1
3263,21,20,1,-6,-6,0
3264,20,21,-1,-6,-6,0
3265,20,20,0,-5,-6,1
3266,20,20,0,-5,-5,0
3267,20,20,0,-6,-5,-1
3268,21,20,1,-6,-6,0
3269,20,21,-1,-6,-6,0
3270,20,20,0,-5,-6,1
3271,20,20,0,-5,-5,0
3272,20,20,0,-6,-5,-1
3273,21,20,1,-6,-6,0
3274,20,21,-1,-6,-6,0
3275,20,20,0,-5,-6,1
3276,20,20,0,-5,-5,0
3277,20,20,0,-6,-5,-1
3278,21,20,1,-6,-6,0
3279,20,21,-1,-6,-6,0
3280,20,20,0,-5,-6,1
3281,20,20,0,-5,-5,0
3282,20,20,0,-6,-5,-1
3283,21,20,1,-6,-6,0
3284,20,21,-1,-6,-6,0
3285,20,20,0,-5,-6,1
3286,20,20,0,-5,-5,0
3287,20,20,0,-6,-5,-1
3288,21,20,1,-6,-6,0
3289,20,21,-1,-6,-6,0
3290,20,20,0,-5,-6,1
3291,20,20,0,-5,-5,0
3292,20,20,0,-6,-5,-1
3293,21,20,1,-6,-6,0
3294,20,21,-1,-6,-6,0
3295,20,20,0,-5,-6,1
3296,20,20,0,-5,-5,0
3297,20,20,0,-6,-5,-1
3298,21,20,1,-6,-6,0
3299,20,21,-1,-6,-6,0
3300,20,20,0,-5,-6,1
3301,20,20,0,-5,-5,0
3302,20,20,0,-6,-5,-1
3303,21,20,1,-6,-6,0
3304,20,21,-1,-6,-6,0
3305,20,20,0,-5,-6,1
3306,20,20,0,-5,-5,0
3307,20,20,0,-6,-5,-1
3308,21,20,1,-6,-6,0
3309,20,21,-1,-6,-6,0
3310,20,20,0,-5,-6,1
3311,20,20,0,-5,-5,0
3312,20,20,0,-6,-5,-1
3313,21,20,1,-6,-6,0
3314,20,21,-1,-6,-6,0
3315,20,20,0,-5,-6,1
3316,20,20,0,-5,-5,0
3317,20,20,0,-6,-5,-1
3318,21,20,1,-6,-6,0
3319,20,21,-1,-6,-6,0
3320,20,20,0,-5,-6,1
3321,20,20,0,-5,-5,0
3322,20,20,0,-6,-5,-1
3323,21,20,1,-6,-6,0
3324,20,21,-1,-6,-6,0
3325,20,20,0,-5,-6,1
3326,20,20,0,-5,-5,0
3327,20,20,0,-6,-5,-1
3328,21,20,1,-6,-6,0
3329,20,21,-1,-6,-6,0
3330,20,20,0,-5,-6,1
3331,20,20,0,-5,-5,0
3332,20,20,0,-6,-5,-1
3333,21,20,1,-6,-6,0
3334,20,21,-1,-6,-6,0
3335,20,20,0,-5,-6,1
3336,20,20,0,-5,-5,0
3337,20,20,0,-6,-5,-1
3338,21,20,1,-6,-6,0
3339,20,21,-1,-6,-6,0
3340,20,20,0,-5,-6,1
3341,20,20,0,-5,-5,0
3342,20,20,0,-6,-5,-1
3343,21,20,1,-6,-6,0
3344,20,21,-1,-6,-6,0
3345,20,20,0,-5,-6,1
3346,20,20,0,-5,-5,0
3347,20,20,0,-6,-5,-1
3348,21,20,1,-6,-6,0
3349,20,21,-1,-6,-6,0
3350,20,20,0,-5,-6,1
3351,20,20,0,-5,-5,0
3352,20,20,0,-6,-5,-1
3353,21,20,1,-6,-6,0
3354,20,21,-1,-6,-6,0
3355,20,20,0,-5,-6,1
3356,20,20,0,-5,-5,0
3357,20,20,0,-6,-5,-1
3358,21,20,1,-6,-6,0
3359,20,21,-1,-6,-6,0
3360,20,20,0,-5,-6,1
3361,20,20,0,-5,-5,0
3362,20,20,0,-6,-5,-1
3363,21,20,1,-6,-6,0
3364,20,21,-1,-6,-6,0
3365,20,20,0,-5,-6,1
3366,20,20,0,-5,-5,0
3367,20,20,0,-6,-5,-1
3368,21,20,1,-6,-6,0
3369,20,21,-1,-6,-6,0
3370,20,20,0,-5,-6,1
3371,20,20,0,-5,-5,0
3372,20,20,0,-6,-5,-1
3373,21,20,1,-6,-6,0
3374,20,21,-1,-6,-6,0
3375,20,20,0,-5,-6,1
3376,20,20,0,-5,-5,0
3377,20,20,0,-6,-5,-1
3378,21,20,1,-6,-6,0
3379,20,21,-1,-6,-6,0
3380,20,20,0,-5,-6,1
3381,20,20,0,-5,-5,0
3382,20,20,0,-6,-5,-1
3383,21,20,1,-6,-6,0
3384,20,21,-1,-6,-6,0
3385,20,20,0,-5,-6,1
3386,20,20,0,-5,-5,0
3387,20,20,0,-6,-5,-1
3388,21,20,1,-6,-6,0
3389,20,21,-1,-6,-6,0
3390,20,20,0,-5,-6,1
3391,20,20,0,-5,-5,0
3392,20,20,0,-6,-5,-1
3393,21,20,1,-6,-6,0
3394,20,21,-1,-6,-6,0
3395,20,20,0,-5,-6,1
3396,20,20,0,-5,-5,0
3397,20,20,0,-6,-5,-1
3398,21,20,1,-6,-6,0
3399,20,21,-1,-6,-6,0
3400,20,20,0,-5,-6,1
3401,20,20,0,-5,-5,0
3402,20,20,0,-6,-5,-1
3403,21,20,1,-6,-6,0
3404,20,21,-1,-6,-6,0
3405,20,20,0,-5,-6,1
3406,20,20,0,-5,-5,0
3407,20,20,0,-6,-5,-1
3408,21,20,1,-6,-6,0
3409,20,21,-1,-6,-6,0
3410,20,20,0,-5,-6,1
3411,20,20,0,-5,-5,0
3412,20,20,0,-6,-5,-1
